Level	Date and Time	Source	Event ID	Task Category
Warning	04-08-2019 12:55:12	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Warning	04-08-2019 12:55:11	rt640x64	1	None	Realtek PCIe FE Family Controller is disconnected from network.
Information	04-08-2019 12:55:10	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 2, FullResume: 1, AverageResume: 1
Information	04-08-2019 12:55:10	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2019‎-‎08‎-‎04T07:25:10.500000000Z from ‎2019‎-‎08‎-‎04T07:25:06.304205300Z.

Change Reason: System time synchronized with the hardware clock."
Information	04-08-2019 12:55:06	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Warning	04-08-2019 12:55:04	i8042prt	18	None	The device sent an incorrect response(s) following a mouse reset.
Information	04-08-2019 12:55:03	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Button or Lid"
Information	04-08-2019 12:55:00	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2019‎-‎08‎-‎04T07:22:17.442488400Z
Wake Time: ‎2019‎-‎08‎-‎04T07:24:57.904584400Z

Wake Source: Power Button"
Warning	04-08-2019 12:54:57	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Warning	04-08-2019 12:54:57	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Warning	04-08-2019 12:54:57	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Error	04-08-2019 12:54:56	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Information	04-08-2019 12:54:56	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Warning	04-08-2019 12:54:54	rt640x64	1	None	Realtek PCIe FE Family Controller is disconnected from network.
Information	04-08-2019 12:54:53	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 1, FullResume: 1, AverageResume: 1
Information	04-08-2019 12:54:53	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2019‎-‎08‎-‎04T07:24:53.500000000Z from ‎2019‎-‎08‎-‎04T07:22:23.602284400Z.

Change Reason: System time synchronized with the hardware clock."
Information	04-08-2019 12:52:23	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	04-08-2019 12:52:22	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	04-08-2019 12:29:28	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Warning	04-08-2019 12:19:46	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Information	04-08-2019 12:14:58	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  Nal Service 
Service File Name:  C:\WINDOWS\system32\Drivers\iqvw64e.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	04-08-2019 12:14:32	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  PCDSRVC{A1EF77D3-5C5D2C9F-06020300}_0 - PCDR Kernel Mode Service Helper Driver
Service File Name:  c:\program files\dell\supportassistagent\pcdr\supportassist\6.0.7033.2285\pcdsrvc_x64.pkms
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Warning	04-08-2019 12:10:16	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Warning	04-08-2019 12:10:14	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Warning	04-08-2019 12:09:21	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Warning	04-08-2019 12:08:21	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Error	04-08-2019 12:08:00	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 and APPID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 to the user DESKTOP-HNCA8IM\karthikeyaram SID (S-1-5-21-2479648021-1448410262-2704196919-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ContentDeliveryManager_10.0.17134.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-350187224-1905355452-1037786396-3028148496-2624191407-3283318427-1255436723). This security permission can be modified using the Component Services administrative tool."
Error	04-08-2019 12:07:59	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 and APPID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 to the user DESKTOP-HNCA8IM\karthikeyaram SID (S-1-5-21-2479648021-1448410262-2704196919-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ContentDeliveryManager_10.0.17134.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-350187224-1905355452-1037786396-3028148496-2624191407-3283318427-1255436723). This security permission can be modified using the Component Services administrative tool."
Error	04-08-2019 12:07:57	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 and APPID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 to the user DESKTOP-HNCA8IM\karthikeyaram SID (S-1-5-21-2479648021-1448410262-2704196919-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ContentDeliveryManager_10.0.17134.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-350187224-1905355452-1037786396-3028148496-2624191407-3283318427-1255436723). This security permission can be modified using the Component Services administrative tool."
Warning	04-08-2019 12:05:03	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Error	04-08-2019 12:04:22	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error	04-08-2019 12:04:22	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error	04-08-2019 12:04:20	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	04-08-2019 12:04:19	Microsoft-Windows-Ntfs	98	None	Volume D: (\Device\HarddiskVolume5) is healthy.  No action is needed.
Information	04-08-2019 12:04:04	Microsoft-Windows-Winlogon	7001	(1101)	User Logon Notification for Customer Experience Improvement Program
Information	04-08-2019 12:04:03	Microsoft-Windows-Ntfs	98	None	Volume E: (\Device\HarddiskVolume6) is healthy.  No action is needed.
Information	04-08-2019 12:03:54	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2019‎-‎08‎-‎03T12:42:00.958606200Z
Wake Time: ‎2019‎-‎08‎-‎04T06:33:48.859796000Z

Wake Source: Unknown"
Information	04-08-2019 12:03:51	Microsoft-Windows-Time-Service	37	None	The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->52.163.118.68:123).
Warning	04-08-2019 12:03:49	Microsoft-Windows-Time-Service	134	None	NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)
Warning	04-08-2019 12:03:49	Microsoft-Windows-Time-Service	134	None	NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)
Information	04-08-2019 12:03:48	Microsoft-Windows-Kernel-Boot	27	(33)	The boot type was 0x1.
Information	04-08-2019 12:03:48	Microsoft-Windows-Kernel-Boot	25	(32)	The boot menu policy was 0x1.
Information	04-08-2019 12:03:48	Microsoft-Windows-Kernel-Boot	32	(58)	The bootmgr spent 0 ms waiting for user input.
Information	04-08-2019 12:03:48	Microsoft-Windows-Kernel-Boot	18	(57)	There are 0x1 boot options on this system.
Information	04-08-2019 12:03:48	Microsoft-Windows-Kernel-Boot	30	(21)	The firmware reported boot metrics.
Error	04-08-2019 12:03:47	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Warning	04-08-2019 12:03:46	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Warning	04-08-2019 12:03:46	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Warning	04-08-2019 12:03:46	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Warning	04-08-2019 12:03:46	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
